Node Number	x	y	z	Deformation
244312	-0.416	133.49	3.71E-16	2.37E-05
244313	-0.166	133.088	3.84E-16	4.00E-05
244314	-0.25	132.687	3.80E-16	3.75E-05
244315	-0.333	132.277	3.76E-16	3.31E-05
244316	-0.416	132.687	3.71E-16	2.55E-05
244317	-0.166	132.277	3.84E-16	4.15E-05
244318	-0.25	131.867	3.80E-16	3.87E-05
244319	-0.333	131.449	3.76E-16	3.40E-05
244320	-0.416	131.867	3.71E-16	2.66E-05
244321	-0.166	131.449	3.84E-16	4.24E-05
244322	-0.25	131.031	3.80E-16	3.94E-05
244323	-0.333	130.604	3.76E-16	3.45E-05
244324	-0.416	131.031	3.71E-16	2.73E-05
244325	-0.166	130.604	3.84E-16	4.29E-05
244326	-0.25	130.177	3.80E-16	3.96E-05
244327	-0.333	129.742	3.76E-16	3.45E-05
244328	-0.416	130.177	3.71E-16	2.76E-05
244329	-0.166	129.742	3.84E-16	4.29E-05
244330	-0.25	129.306	3.80E-16	3.94E-05
244331	-0.333	128.862	3.76E-16	3.40E-05
244332	-0.416	129.306	3.71E-16	2.73E-05
244333	-0.166	128.862	3.84E-16	4.24E-05
244334	-0.25	128.417	3.80E-16	3.87E-05
244335	-0.333	127.964	3.76E-16	3.31E-05
244336	-0.416	128.417	3.71E-16	2.66E-05
244337	-0.166	127.964	3.84E-16	4.15E-05
244338	-0.25	127.51	3.80E-16	3.76E-05
244339	-0.333	127.047	3.76E-16	3.20E-05
244340	-0.416	127.51	3.71E-16	2.56E-05
244341	-0.166	127.047	3.84E-16	4.03E-05
244342	-0.25	126.584	3.80E-16	3.63E-05
244343	-0.333	126.112	3.76E-16	3.04E-05
244344	-0.416	126.584	3.71E-16	2.42E-05
244345	-0.166	126.112	3.84E-16	3.88E-05
244346	-0.25	125.639	3.80E-16	3.45E-05
244347	-0.333	125.157	3.76E-16	2.85E-05
244348	-0.416	125.639	3.71E-16	2.25E-05
244349	-0.166	125.157	3.84E-16	3.69E-05
244350	-0.25	124.675	3.80E-16	3.25E-05
244351	-0.333	124.183	3.76E-16	2.64E-05
244352	-0.416	124.675	3.71E-16	2.05E-05
244353	-0.166	124.183	3.84E-16	3.47E-05
244354	-0.25	123.691	3.80E-16	3.03E-05
244355	-0.333	123.189	3.76E-16	2.42E-05
244356	-0.416	123.691	3.71E-16	1.83E-05
244357	-0.166	123.189	3.84E-16	3.25E-05
244358	-0.25	122.686	3.80E-16	2.79E-05
244359	-0.333	122.174	3.76E-16	2.16E-05
244360	-0.416	122.686	3.71E-16	1.60E-05
244361	-0.166	122.174	3.84E-16	2.99E-05
244362	-0.25	121.661	3.80E-16	2.53E-05
244363	-0.333	121.138	3.76E-16	1.89E-05
244364	-0.416	121.661	3.71E-16	1.33E-05
244365	-0.166	121.138	3.84E-16	2.72E-05
244366	-0.25	120.615	3.80E-16	2.25E-05
244367	-0.333	120.081	3.76E-16	1.61E-05
244368	-0.416	120.615	3.71E-16	1.06E-05
244369	-0.166	120.081	3.84E-16	2.44E-05
244370	-0.25	119.547	3.80E-16	1.97E-05
244371	-0.333	119.003	3.76E-16	1.33E-05
244372	-0.416	119.547	3.71E-16	7.74E-06
244373	-0.166	119.003	3.84E-16	2.15E-05
244374	-0.25	118.458	3.80E-16	1.68E-05
244375	-0.333	117.902	3.76E-16	1.03E-05
244376	-0.416	118.458	3.71E-16	4.84E-06
244377	-0.166	117.902	3.84E-16	1.85E-05
244378	-0.25	117.346	3.80E-16	1.38E-05
244379	-0.333	116.778	3.76E-16	7.28E-06
244380	-0.416	117.346	3.71E-16	1.84E-06
244381	-0.166	116.778	3.84E-16	1.55E-05
244382	-0.25	116.211	3.80E-16	1.08E-05
244383	-0.333	115.632	3.76E-16	4.32E-06
244384	-0.416	116.211	3.71E-16	-1.14E-06
244385	-0.166	115.632	3.84E-16	1.25E-05
244386	-0.25	115.053	3.80E-16	7.79E-06
244387	-0.333	114.462	3.76E-16	1.29E-06
244388	-0.416	115.053	3.71E-16	-4.13E-06
244389	-0.166	114.462	3.84E-16	9.48E-06
244390	-0.25	113.871	3.80E-16	4.76E-06
244391	-0.333	113.267	3.76E-16	-1.70E-06
244392	-0.416	113.871	3.71E-16	-7.15E-06
244393	-0.166	113.267	3.84E-16	6.47E-06
244394	-0.25	112.664	3.80E-16	1.83E-06
244395	-0.333	112.049	3.76E-16	-4.57E-06
244396	-0.416	112.664	3.71E-16	-1.01E-05
244397	-0.166	112.049	3.84E-16	3.60E-06
244398	-0.25	111.433	3.80E-16	-1.05E-06
244399	-0.333	110.805	3.76E-16	-7.45E-06
244400	-0.416	111.433	3.71E-16	-1.30E-05
244401	-0.166	110.805	3.84E-16	7.02E-07
244402	-0.25	110.177	3.80E-16	-3.90E-06
244403	-0.333	109.535	3.76E-16	-1.02E-05
244404	-0.416	110.177	3.71E-16	-1.58E-05
244405	-0.166	109.535	3.84E-16	-2.09E-06
244406	-0.25	108.894	3.80E-16	-6.59E-06
244407	-0.333	108.24	3.76E-16	-1.28E-05
244408	-0.416	108.894	3.71E-16	-1.85E-05
244409	-0.166	108.24	3.84E-16	-4.70E-06
244410	-0.25	107.586	3.80E-16	-9.17E-06
244411	-0.333	106.918	3.76E-16	-1.54E-05
244412	-0.416	107.586	3.71E-16	-2.11E-05
244413	-0.166	106.918	3.84E-16	-7.25E-06
244414	-0.25	106.25	3.80E-16	-1.16E-05
244415	-0.333	105.569	3.76E-16	-1.78E-05
244416	-0.416	106.25	3.71E-16	-2.35E-05
244417	-0.166	105.569	3.84E-16	-9.62E-06
244418	-0.25	104.887	3.80E-16	-1.40E-05
244419	-0.333	104.191	3.76E-16	-2.01E-05
244420	-0.416	104.887	3.71E-16	-2.59E-05
244421	-0.166	104.191	3.84E-16	-1.19E-05
244422	-0.25	103.496	3.80E-16	-1.62E-05
244423	-0.333	102.786	3.76E-16	-2.23E-05
244424	-0.416	103.496	3.71E-16	-2.81E-05
244425	-0.166	102.786	3.84E-16	-1.41E-05
244426	-0.25	102.076	3.80E-16	-1.83E-05
244427	-0.333	101.352	3.76E-16	-2.42E-05
244428	-0.416	102.076	3.71E-16	-3.02E-05
244429	-0.166	101.352	3.84E-16	-1.61E-05
244430	-0.25	100.627	3.80E-16	-2.02E-05
244431	-0.333	99.888	3.76E-16	-2.60E-05
244432	-0.416	100.627	3.71E-16	-3.21E-05
244433	-0.166	99.888	3.84E-16	-1.79E-05
244434	-0.25	99.149	3.80E-16	-2.19E-05
244435	-0.333	98.394	3.76E-16	-2.77E-05
244436	-0.416	99.149	3.71E-16	-3.38E-05
244437	-0.166	98.394	3.84E-16	-1.96E-05
244438	-0.25	97.64	3.80E-16	-2.35E-05
244439	-0.333	96.87	3.76E-16	-2.92E-05
244440	-0.416	97.64	3.71E-16	-3.54E-05
244441	-0.166	96.87	3.84E-16	-2.11E-05
244442	-0.25	96.1	3.80E-16	-2.50E-05
244443	-0.333	95.314	3.76E-16	-3.06E-05
244444	-0.416	96.1	3.71E-16	-3.69E-05
244445	-0.166	95.314	3.84E-16	-2.25E-05
244446	-0.25	94.528	3.80E-16	-2.63E-05
244447	-0.333	93.726	3.76E-16	-3.18E-05
244448	-0.416	94.528	3.71E-16	-3.82E-05
244449	-0.166	93.726	3.84E-16	-2.36E-05
244450	-0.25	92.924	3.80E-16	-2.74E-05
244451	-0.333	92.105	3.76E-16	-3.28E-05
244452	-0.416	92.924	3.71E-16	-3.93E-05
244453	-0.166	92.105	3.84E-16	-2.47E-05
244454	-0.25	91.287	3.80E-16	-2.83E-05
244455	-0.333	90.451	3.76E-16	-3.36E-05
244456	-0.416	91.287	3.71E-16	-4.02E-05
244457	-0.166	90.451	3.84E-16	-2.55E-05
244458	-0.25	89.616	3.80E-16	-2.90E-05
244459	-0.333	88.764	3.76E-16	-3.43E-05
244460	-0.416	89.616	3.71E-16	-4.10E-05
244461	-0.166	88.764	3.84E-16	-2.62E-05
244462	-0.25	87.911	3.80E-16	-2.96E-05
244463	-0.333	87.041	3.76E-16	-3.48E-05
244464	-0.416	87.911	3.71E-16	-4.16E-05
244465	-0.166	87.041	3.84E-16	-2.67E-05
244466	-0.25	86.171	3.80E-16	-3.01E-05
244467	-0.333	85.283	3.76E-16	-3.52E-05
244468	-0.416	86.171	3.71E-16	-4.20E-05
244469	-0.166	85.283	3.84E-16	-2.71E-05
244470	-0.25	84.395	3.80E-16	-3.03E-05
244471	-0.333	83.489	3.76E-16	-3.54E-05
244472	-0.416	84.395	3.71E-16	-4.24E-05
244473	-0.166	83.489	3.84E-16	-2.72E-05
244474	-0.25	82.583	3.80E-16	-3.05E-05
244475	-0.333	81.658	3.76E-16	-3.55E-05
244476	-0.416	82.583	3.71E-16	-4.25E-05
244477	-0.166	81.658	3.84E-16	-2.74E-05
244478	-0.25	80.733	3.80E-16	-3.05E-05
244479	-0.333	79.789	3.76E-16	-3.54E-05
244480	-0.416	80.733	3.71E-16	-4.26E-05
244481	-0.166	79.789	3.84E-16	-2.73E-05
244482	-0.25	78.845	3.80E-16	-3.04E-05
244483	-0.333	77.882	3.76E-16	-3.53E-05
244484	-0.416	78.845	3.71E-16	-4.25E-05
244485	-0.166	77.882	3.84E-16	-2.71E-05
244486	-0.25	76.919	3.80E-16	-3.02E-05
244487	-0.333	75.936	3.76E-16	-3.50E-05
244488	-0.416	76.919	3.71E-16	-4.22E-05
244489	-0.166	75.936	3.84E-16	-2.68E-05
244490	-0.25	74.953	3.80E-16	-2.98E-05
244491	-0.333	73.949	3.76E-16	-3.46E-05
244492	-0.416	74.953	3.71E-16	-4.19E-05
244493	-0.166	73.949	3.84E-16	-2.64E-05
244494	-0.25	72.946	3.80E-16	-2.93E-05
244495	-0.333	71.922	3.76E-16	-3.40E-05
244496	-0.416	72.946	3.71E-16	-4.14E-05
244497	-0.166	71.922	3.84E-16	-2.58E-05
244498	-0.25	70.898	3.80E-16	-2.87E-05
244499	-0.333	69.853	3.76E-16	-3.34E-05
244500	-0.416	70.898	3.71E-16	-4.08E-05
244501	-0.166	69.853	3.84E-16	-2.52E-05
244502	-0.25	68.808	3.80E-16	-2.80E-05
244503	-0.333	67.742	3.76E-16	-3.26E-05
244504	-0.416	68.808	3.71E-16	-4.02E-05
244505	-0.166	67.742	3.84E-16	-2.44E-05
244506	-0.25	66.676	3.80E-16	-2.72E-05
244507	-0.333	65.587	3.76E-16	-3.17E-05
244508	-0.416	66.676	3.71E-16	-3.93E-05
244509	-0.166	65.587	3.84E-16	-2.35E-05
244510	-0.25	64.499	3.80E-16	-2.63E-05
244511	-0.333	63.388	3.76E-16	-3.09E-05
244512	-0.416	64.499	3.71E-16	-3.84E-05
244513	-0.166	63.388	3.84E-16	-2.26E-05
244514	-0.25	62.277	3.80E-16	-2.53E-05
244515	-0.333	61.144	3.76E-16	-2.98E-05
244516	-0.416	62.277	3.71E-16	-3.75E-05
244517	-0.166	61.144	3.84E-16	-2.15E-05
244518	-0.25	60.01	3.80E-16	-2.42E-05
244519	-0.333	58.853	3.76E-16	-2.87E-05
244520	-0.416	60.01	3.71E-16	-3.64E-05
244521	-0.166	58.853	3.84E-16	-2.04E-05
244522	-0.25	57.696	3.80E-16	-2.31E-05
244523	-0.333	56.516	3.76E-16	-2.77E-05
244524	-0.416	57.696	3.71E-16	-3.53E-05
244525	-0.166	56.516	3.84E-16	-1.94E-05
244526	-0.25	55.335	3.80E-16	-2.20E-05
244527	-0.333	54.13	3.76E-16	-2.65E-05
244528	-0.416	55.335	3.71E-16	-3.42E-05
244529	-0.166	54.13	3.84E-16	-1.81E-05
244530	-0.25	52.925	3.80E-16	-2.08E-05
244531	-0.333	51.695	3.76E-16	-2.52E-05
244532	-0.416	52.925	3.71E-16	-3.30E-05
244533	-0.166	51.695	3.84E-16	-1.69E-05
244534	-0.25	50.466	3.80E-16	-1.96E-05
244535	-0.333	49.211	3.76E-16	-2.41E-05
244536	-0.416	50.466	3.71E-16	-3.18E-05
244537	-0.166	49.211	3.84E-16	-1.57E-05
244538	-0.25	47.956	3.80E-16	-1.84E-05
244539	-0.333	46.675	3.76E-16	-2.28E-05
244540	-0.416	47.956	3.71E-16	-3.06E-05
244541	-0.166	46.675	3.84E-16	-1.45E-05
244542	-0.25	45.394	3.80E-16	-1.71E-05
244543	-0.333	44.087	3.76E-16	-2.15E-05
244544	-0.416	45.394	3.71E-16	-2.94E-05
244545	-0.166	44.087	3.84E-16	-1.32E-05
244546	-0.25	42.78	3.80E-16	-1.58E-05
244547	-0.333	41.446	3.76E-16	-2.03E-05
244548	-0.416	42.78	3.71E-16	-2.81E-05
244549	-0.166	41.446	3.84E-16	-1.20E-05
244550	-0.25	40.112	3.80E-16	-1.46E-05
244551	-0.333	38.75	3.76E-16	-1.91E-05
244552	-0.416	40.112	3.71E-16	-2.69E-05
244553	-0.166	38.75	3.84E-16	-1.07E-05
244554	-0.25	37.389	3.80E-16	-1.33E-05
244555	-0.333	35.999	3.76E-16	-1.78E-05
244556	-0.416	37.389	3.71E-16	-2.57E-05
244557	-0.166	35.999	3.84E-16	-9.42E-06
244558	-0.25	34.61	3.80E-16	-1.21E-05
244559	-0.333	33.192	3.76E-16	-1.66E-05
244560	-0.416	34.61	3.71E-16	-2.44E-05
244561	-0.166	33.192	3.84E-16	-8.18E-06
244562	-0.25	31.774	3.80E-16	-1.09E-05
244563	-0.333	30.327	3.76E-16	-1.54E-05
244564	-0.416	31.774	3.71E-16	-2.32E-05
244565	-0.166	30.327	3.84E-16	-7.02E-06
244566	-0.25	28.879	3.80E-16	-9.77E-06
244567	-0.333	27.402	3.76E-16	-1.44E-05
244568	-0.416	28.879	3.71E-16	-2.21E-05
244569	-0.166	27.402	3.84E-16	-5.99E-06
244570	-0.25	25.926	3.80E-16	-8.74E-06
244571	-0.333	24.418	3.76E-16	-1.34E-05
244572	-0.416	25.926	3.71E-16	-2.11E-05
244573	-0.166	24.418	3.84E-16	-4.96E-06
244574	-0.25	22.911	3.80E-16	-7.73E-06
244575	-0.333	21.373	3.76E-16	-1.24E-05
244576	-0.416	22.911	3.71E-16	-2.01E-05
244577	-0.166	21.373	3.84E-16	-3.98E-06
244578	-0.25	19.834	3.80E-16	-6.80E-06
244579	-0.333	18.264	3.76E-16	-1.15E-05
244580	-0.416	19.834	3.71E-16	-1.92E-05
244581	-0.166	18.264	3.84E-16	-3.10E-06
244582	-0.25	16.695	3.80E-16	-5.98E-06
244583	-0.333	15.092	3.76E-16	-1.08E-05
244584	-0.416	16.695	3.71E-16	-1.84E-05
244585	-0.166	15.092	3.84E-16	-2.34E-06
244586	-0.25	13.49	3.80E-16	-5.29E-06
244587	-0.333	11.855	3.76E-16	-1.02E-05
244588	-0.416	13.49	3.71E-16	-1.77E-05
244589	-0.166	11.855	3.84E-16	-1.72E-06
244590	-0.25	10.22	3.80E-16	-4.74E-06
244591	-0.333	8.551	3.76E-16	-9.68E-06
244592	-0.416	10.22	3.71E-16	-1.72E-05
244593	-0.166	8.551	3.84E-16	-1.25E-06
244594	-0.25	6.882	3.80E-16	-4.34E-06
244595	-0.333	5.179	3.76E-16	-9.36E-06
244596	-0.416	6.882	3.71E-16	-1.68E-05
244597	-0.166	5.179	3.84E-16	-9.23E-07
244598	-0.25	3.476	3.80E-16	-4.10E-06
244599	-0.416	3.476	3.71E-16	-1.65E-05
244600	-0.25	150	3.80E-16	-5.36E-04
244601	-0.416	150	3.71E-16	-5.42E-04
244602	-0.5	149.768	3.67E-16	-5.06E-04
244604	-0.5	149.3	3.67E-16	-4.41E-04
244606	-0.5	148.822	3.67E-16	-3.87E-04
244608	-0.5	148.334	3.67E-16	-3.41E-04
244610	-0.5	147.837	3.67E-16	-3.02E-04
244612	-0.5	147.329	3.67E-16	-2.67E-04
244614	-0.5	146.81	3.67E-16	-2.35E-04
244616	-0.5	146.281	3.67E-16	-2.07E-04
244618	-0.5	145.741	3.67E-16	-1.82E-04
244620	-0.5	145.19	3.67E-16	-1.59E-04
244622	-0.5	144.628	3.67E-16	-1.38E-04
244624	-0.5	144.054	3.67E-16	-1.19E-04
244626	-0.5	143.468	3.67E-16	-1.02E-04
244628	-0.5	142.87	3.67E-16	-8.63E-05
244630	-0.5	142.26	3.67E-16	-7.22E-05
244632	-0.5	141.638	3.67E-16	-5.94E-05
244634	-0.5	141.002	3.67E-16	-4.78E-05
244636	-0.5	140.354	3.67E-16	-3.75E-05
244638	-0.5	139.692	3.67E-16	-2.82E-05
244640	-0.5	139.016	3.67E-16	-2.00E-05
244642	-0.5	138.327	3.67E-16	-1.27E-05
244644	-0.5	137.624	3.67E-16	-6.25E-06
244646	-0.5	136.906	3.67E-16	-6.85E-07
244648	-0.5	136.173	3.67E-16	4.06E-06
244650	-0.5	135.425	3.67E-16	8.05E-06
244652	-0.5	134.662	3.67E-16	1.14E-05
244654	-0.5	133.883	3.67E-16	1.41E-05
244656	-0.5	133.088	3.67E-16	1.61E-05
244658	-0.5	132.277	3.67E-16	1.76E-05
244660	-0.5	131.449	3.67E-16	1.85E-05
244662	-0.5	130.604	3.67E-16	1.90E-05
244664	-0.5	129.742	3.67E-16	1.90E-05
244666	-0.5	128.862	3.67E-16	1.85E-05
244668	-0.5	127.964	3.67E-16	1.76E-05
244670	-0.5	127.047	3.67E-16	1.64E-05
244672	-0.5	126.112	3.67E-16	1.49E-05
244674	-0.5	125.157	3.67E-16	1.30E-05
244676	-0.5	124.183	3.67E-16	1.09E-05
244678	-0.5	123.189	3.67E-16	8.65E-06
244680	-0.5	122.174	3.67E-16	6.13E-06
244682	-0.5	121.138	3.67E-16	3.42E-06
244684	-0.5	120.081	3.67E-16	6.25E-07
244686	-0.5	119.003	3.67E-16	-2.22E-06
244688	-0.5	117.902	3.67E-16	-5.19E-06
244690	-0.5	116.778	3.67E-16	-8.19E-06
244692	-0.5	115.632	3.67E-16	-1.12E-05
244694	-0.5	114.462	3.67E-16	-1.42E-05
244696	-0.5	113.267	3.67E-16	-1.72E-05
244698	-0.5	112.049	3.67E-16	-2.00E-05
244700	-0.5	110.805	3.67E-16	-2.29E-05
244702	-0.5	109.535	3.67E-16	-2.57E-05
244704	-0.5	108.24	3.67E-16	-2.83E-05
244706	-0.5	106.918	3.67E-16	-3.09E-05
244708	-0.5	105.569	3.67E-16	-3.32E-05
244710	-0.5	104.191	3.67E-16	-3.56E-05
244712	-0.5	102.786	3.67E-16	-3.77E-05
244714	-0.5	101.352	3.67E-16	-3.97E-05
244716	-0.5	99.888	3.67E-16	-4.16E-05
244718	-0.5	98.394	3.67E-16	-4.32E-05
244720	-0.5	96.87	3.67E-16	-4.48E-05
244722	-0.5	95.314	3.67E-16	-4.62E-05
244724	-0.5	93.726	3.67E-16	-4.74E-05
244726	-0.5	92.105	3.67E-16	-4.84E-05
244728	-0.5	90.451	3.67E-16	-4.92E-05
244730	-0.5	88.764	3.67E-16	-5.00E-05
244732	-0.5	87.041	3.67E-16	-5.05E-05
244734	-0.5	85.283	3.67E-16	-5.09E-05
244736	-0.5	83.489	3.67E-16	-5.11E-05
244738	-0.5	81.658	3.67E-16	-5.12E-05
244740	-0.5	79.789	3.67E-16	-5.12E-05
244742	-0.5	77.882	3.67E-16	-5.11E-05
244744	-0.5	75.936	3.67E-16	-5.08E-05
244746	-0.5	73.949	3.67E-16	-5.04E-05
244748	-0.5	71.922	3.67E-16	-4.99E-05
244750	-0.5	69.853	3.67E-16	-4.93E-05
244752	-0.5	67.742	3.67E-16	-4.85E-05
244754	-0.5	65.587	3.67E-16	-4.76E-05
244756	-0.5	63.388	3.67E-16	-4.68E-05
244758	-0.5	61.144	3.67E-16	-4.57E-05
244760	-0.5	58.853	3.67E-16	-4.47E-05
244762	-0.5	56.516	3.67E-16	-4.36E-05
244764	-0.5	54.13	3.67E-16	-4.24E-05
244766	-0.5	51.695	3.67E-16	-4.12E-05
244768	-0.5	49.211	3.67E-16	-4.01E-05
244770	-0.5	46.675	3.67E-16	-3.88E-05
244772	-0.5	44.087	3.67E-16	-3.76E-05
244774	-0.5	41.446	3.67E-16	-3.64E-05
244776	-0.5	38.75	3.67E-16	-3.52E-05
244778	-0.5	35.999	3.67E-16	-3.39E-05
244780	-0.5	33.192	3.67E-16	-3.27E-05
244782	-0.5	30.327	3.67E-16	-3.16E-05
244784	-0.5	27.402	3.67E-16	-3.05E-05
244786	-0.5	24.418	3.67E-16	-2.95E-05
244788	-0.5	21.373	3.67E-16	-2.86E-05
244790	-0.5	18.264	3.67E-16	-2.77E-05
244792	-0.5	15.092	3.67E-16	-2.70E-05
244794	-0.5	11.855	3.67E-16	-2.64E-05
244796	-0.5	8.551	3.67E-16	-2.59E-05
244798	-0.5	5.179	3.67E-16	-2.56E-05
