0	-0.013	-0.012	-0.011	-0.009999999999999998	-0.009	-0.008	-0.006999999999999999	-0.005999999999999999	-0.004999999999999999	-0.003999999999999998	-0.002999999999999999	-0.002	-0.0009999999999999992	1.734723475976807e-18	0.0010000000000000009	0.002	0.003000000000000001	0.004000000000000002	0.005000000000000003	0.006	0.007000000000000001	0.008000000000000002	0.009	0.01	0.011000000000000001	0.012000000000000002	0.013
-0.01299	1.0450528740826428e-09	1.089566780835468e-09	1.108840001775847e-09	1.1827830726377015e-09	1.1672804428044407e-09	1.119973878974961e-09	1.062686738575e-09	1.071526184722495e-09	1.0640112863783095e-09	1.0183754467131513e-09	1.0685061165201012e-09	1.1297458129515733e-09	1.1707691484428292e-09	1.2145451672180546e-09	1.2542110950270639e-09	1.3074874422475459e-09	1.3305412095069653e-09	1.2799225550017098e-09	1.2754366802670823e-09	1.2275900902535452e-09	1.1430996195268184e-09	1.0727981723724822e-09	1.0452499994312654e-09	1.0419055396854846e-09	1.0482444693106793e-09	1.0015325750522761e-09	9.370473211179433e-10
-0.012975477920626049	1.0600528740826428e-09	1.104566780835468e-09	1.123840001775847e-09	1.1977830726377015e-09	1.1822804428044408e-09	1.134973878974961e-09	1.077686738575e-09	1.086526184722495e-09	1.0790112863783096e-09	1.0333754467131513e-09	1.0835061165201012e-09	1.1447458129515733e-09	1.1857691484428293e-09	1.2295451672180546e-09	1.269211095027064e-09	1.322487442247546e-09	1.3455412095069653e-09	1.2949225550017098e-09	1.2904366802670824e-09	1.2425900902535453e-09	1.1580996195268185e-09	1.0877981723724822e-09	1.0602499994312655e-09	1.0569055396854846e-09	1.0632444693106794e-09	1.0165325750522762e-09	9.520473211179434e-10
-0.012960955841252095	1.061052874082643e-09	1.1055667808354682e-09	1.1248400017758472e-09	1.1987830726377016e-09	1.1832804428044409e-09	1.1359738789749612e-09	1.0786867385750001e-09	1.087526184722495e-09	1.0800112863783097e-09	1.0343754467131514e-09	1.0845061165201013e-09	1.1457458129515734e-09	1.1867691484428294e-09	1.2305451672180547e-09	1.270211095027064e-09	1.323487442247546e-09	1.3465412095069654e-09	1.29592255500171e-09	1.2914366802670825e-09	1.2435900902535454e-09	1.1590996195268186e-09	1.0887981723724823e-09	1.0612499994312656e-09	1.0579055396854847e-09	1.0642444693106795e-09	1.0175325750522765e-09	9.530473211179435e-10
-0.012946433761878144	1.0580528740826428e-09	1.1025667808354681e-09	1.121840001775847e-09	1.1957830726377016e-09	1.1802804428044408e-09	1.132973878974961e-09	1.075686738575e-09	1.084526184722495e-09	1.0770112863783096e-09	1.0313754467131513e-09	1.0815061165201012e-09	1.1427458129515733e-09	1.1837691484428293e-09	1.2275451672180547e-09	1.267211095027064e-09	1.320487442247546e-09	1.3435412095069653e-09	1.2929225550017098e-09	1.2884366802670824e-09	1.2405900902535453e-09	1.1560996195268185e-09	1.0857981723724822e-09	1.0582499994312655e-09	1.0549055396854846e-09	1.0612444693106794e-09	1.0145325750522764e-09	9.500473211179434e-10
-0.012931911682504193	1.0500528740826428e-09	1.0945667808354681e-09	1.1138400017758471e-09	1.1877830726377016e-09	1.1722804428044408e-09	1.1249738789749611e-09	1.067686738575e-09	1.076526184722495e-09	1.0690112863783096e-09	1.0233754467131513e-09	1.0735061165201012e-09	1.1347458129515733e-09	1.1757691484428293e-09	1.2195451672180547e-09	1.259211095027064e-09	1.312487442247546e-09	1.3355412095069653e-09	1.2849225550017098e-09	1.2804366802670824e-09	1.2325900902535453e-09	1.1480996195268185e-09	1.0777981723724823e-09	1.0502499994312655e-09	1.0469055396854847e-09	1.0532444693106794e-09	1.0065325750522764e-09	9.420473211179434e-10
-0.01291738960313024	1.030052874082643e-09	1.0745667808354682e-09	1.0938400017758472e-09	1.1677830726377016e-09	1.1522804428044409e-09	1.1049738789749612e-09	1.0476867385750001e-09	1.0565261847224951e-09	1.0490112863783097e-09	1.0033754467131514e-09	1.0535061165201013e-09	1.1147458129515734e-09	1.1557691484428294e-09	1.1995451672180548e-09	1.239211095027064e-09	1.292487442247546e-09	1.3155412095069654e-09	1.26492255500171e-09	1.2604366802670825e-09	1.2125900902535454e-09	1.1280996195268186e-09	1.0577981723724823e-09	1.0302499994312656e-09	1.0269055396854847e-09	1.0332444693106795e-09	9.865325750522765e-10	9.220473211179435e-10
-0.012902867523756288	1.0080528740826428e-09	1.052566780835468e-09	1.071840001775847e-09	1.1457830726377015e-09	1.1302804428044407e-09	1.082973878974961e-09	1.025686738575e-09	1.034526184722495e-09	1.0270112863783095e-09	9.813754467131513e-10	1.0315061165201012e-09	1.0927458129515733e-09	1.1337691484428292e-09	1.1775451672180546e-09	1.217211095027064e-09	1.2704874422475459e-09	1.2935412095069653e-09	1.2429225550017098e-09	1.2384366802670824e-09	1.1905900902535452e-09	1.1060996195268185e-09	1.0357981723724822e-09	1.0082499994312655e-09	1.0049055396854846e-09	1.0112444693106793e-09	9.645325750522763e-10	9.000473211179433e-10
-0.012888345444382335	9.830528740826428e-10	1.027566780835468e-09	1.046840001775847e-09	1.1207830726377015e-09	1.1052804428044407e-09	1.057973878974961e-09	1.000686738575e-09	1.009526184722495e-09	1.0020112863783095e-09	9.563754467131513e-10	1.0065061165201012e-09	1.0677458129515733e-09	1.1087691484428292e-09	1.1525451672180546e-09	1.1922110950270639e-09	1.2454874422475459e-09	1.2685412095069653e-09	1.2179225550017098e-09	1.2134366802670823e-09	1.1655900902535452e-09	1.0810996195268184e-09	1.0107981723724822e-09	9.832499994312654e-10	9.799055396854846e-10	9.862444693106793e-10	9.395325750522761e-10	8.750473211179433e-10
-0.012873823365008384	9.450528740826429e-10	9.895667808354682e-10	1.0088400017758472e-09	1.0827830726377016e-09	1.0672804428044408e-09	1.0199738789749612e-09	9.626867385750001e-10	9.71526184722495e-10	9.640112863783097e-10	9.183754467131514e-10	9.685061165201013e-10	1.0297458129515734e-09	1.0707691484428293e-09	1.1145451672180547e-09	1.154211095027064e-09	1.207487442247546e-09	1.2305412095069654e-09	1.1799225550017099e-09	1.1754366802670825e-09	1.1275900902535454e-09	1.0430996195268186e-09	9.727981723724823e-10	9.452499994312656e-10	9.419055396854847e-10	9.482444693106795e-10	9.015325750522763e-10	8.370473211179435e-10
