0	-0.0105	-0.009500000000000001	-0.0085	-0.007500000000000001	-0.006500000000000001	-0.0055000000000000005	-0.0045000000000000005	-0.0035000000000000005	-0.0025000000000000005	-0.0014999999999999996	-0.0005000000000000004	0.0004999999999999987	0.0014999999999999996	0.0025000000000000005	0.0034999999999999996	0.004499999999999999	0.0055	0.006500000000000001	0.0075000000000000015	0.008499999999999999	0.0095	0.0105
-0.06	-4.6674595621380704e-09	-4.6350988918232195e-09	-4.568190749515616e-09	-4.545369231657684e-09	-4.6150331727682565e-09	-4.664350349630545e-09	-4.650553337640515e-09	-4.701713486928161e-09	-4.665765852800905e-09	-4.588333695090766e-09	-4.539044729527556e-09	-4.487645255244493e-09	-4.4257573591106084e-09	-4.398403542978089e-09	-4.450589965560431e-09	-4.465821568778551e-09	-4.562990940679316e-09	-4.6520318538077194e-09	-4.6896060830596474e-09	-4.681815164717645e-09	-4.699966606236779e-09	-4.779504765257448e-09
-0.0595	-4.29302956213807e-09	-4.260668891823219e-09	-4.1937607495156155e-09	-4.170939231657684e-09	-4.240603172768256e-09	-4.289920349630545e-09	-4.276123337640515e-09	-4.3272834869281606e-09	-4.291335852800904e-09	-4.213903695090765e-09	-4.164614729527555e-09	-4.113215255244492e-09	-4.051327359110608e-09	-4.023973542978089e-09	-4.0761599655604304e-09	-4.091391568778551e-09	-4.188560940679316e-09	-4.277601853807719e-09	-4.315176083059647e-09	-4.307385164717645e-09	-4.3255366062367785e-09	-4.4050747652574476e-09
-0.059	-3.9933195621380705e-09	-3.9609588918232196e-09	-3.894050749515616e-09	-3.871229231657684e-09	-3.9408931727682566e-09	-3.990210349630545e-09	-3.976413337640515e-09	-4.027573486928161e-09	-3.991625852800905e-09	-3.914193695090766e-09	-3.864904729527556e-09	-3.813505255244493e-09	-3.7516173591106085e-09	-3.7242635429780894e-09	-3.776449965560431e-09	-3.791681568778551e-09	-3.888850940679316e-09	-3.9778918538077195e-09	-4.0154660830596475e-09	-4.007675164717645e-09	-4.025826606236779e-09	-4.105364765257448e-09
-0.058499999999999996	-3.71982956213807e-09	-3.6874688918232187e-09	-3.6205607495156154e-09	-3.5977392316576837e-09	-3.6674031727682557e-09	-3.7167203496305444e-09	-3.702923337640515e-09	-3.754083486928161e-09	-3.7181358528009043e-09	-3.6407036950907658e-09	-3.5914147295275553e-09	-3.540015255244492e-09	-3.4781273591106085e-09	-3.450773542978089e-09	-3.5029599655604304e-09	-3.5181915687785508e-09	-3.6153609406793157e-09	-3.7044018538077195e-09	-3.7419760830596475e-09	-3.734185164717645e-09	-3.752336606236779e-09	-3.831874765257448e-09
-0.057999999999999996	-3.44308956213807e-09	-3.4107288918232187e-09	-3.3438207495156154e-09	-3.3209992316576837e-09	-3.3906631727682557e-09	-3.4399803496305444e-09	-3.426183337640515e-09	-3.477343486928161e-09	-3.4413958528009043e-09	-3.3639636950907658e-09	-3.3146747295275552e-09	-3.2632752552444922e-09	-3.2013873591106084e-09	-3.174033542978089e-09	-3.2262199655604304e-09	-3.2414515687785508e-09	-3.3386209406793157e-09	-3.4276618538077195e-09	-3.465236083059647e-09	-3.457445164717645e-09	-3.4755966062367785e-09	-3.555134765257448e-09
-0.057499999999999996	-3.16011956213807e-09	-3.1277588918232188e-09	-3.0608507495156155e-09	-3.0380292316576838e-09	-3.1076931727682558e-09	-3.1570103496305445e-09	-3.1432133376405152e-09	-3.194373486928161e-09	-3.1584258528009044e-09	-3.080993695090766e-09	-3.0317047295275553e-09	-2.980305255244492e-09	-2.9184173591106085e-09	-2.891063542978089e-09	-2.9432499655604305e-09	-2.958481568778551e-09	-3.055650940679316e-09	-3.1446918538077196e-09	-3.182266083059647e-09	-3.174475164717645e-09	-3.192626606236779e-09	-3.272164765257448e-09
-0.056999999999999995	-2.86539956213807e-09	-2.8330388918232188e-09	-2.7661307495156155e-09	-2.743309231657684e-09	-2.8129731727682558e-09	-2.8622903496305445e-09	-2.8484933376405152e-09	-2.899653486928161e-09	-2.8637058528009044e-09	-2.786273695090766e-09	-2.7369847295275553e-09	-2.6855852552444923e-09	-2.6236973591106086e-09	-2.596343542978089e-09	-2.6485299655604305e-09	-2.663761568778551e-09	-2.760930940679316e-09	-2.8499718538077196e-09	-2.887546083059647e-09	-2.879755164717645e-09	-2.8979066062367786e-09	-2.977444765257448e-09
-0.056499999999999995	-2.56432956213807e-09	-2.5319688918232187e-09	-2.4650607495156154e-09	-2.4422392316576837e-09	-2.5119031727682557e-09	-2.5612203496305444e-09	-2.547423337640515e-09	-2.598583486928161e-09	-2.5626358528009044e-09	-2.4852036950907658e-09	-2.4359147295275553e-09	-2.384515255244492e-09	-2.3226273591106085e-09	-2.295273542978089e-09	-2.3474599655604304e-09	-2.3626915687785508e-09	-2.4598609406793157e-09	-2.5489018538077195e-09	-2.586476083059647e-09	-2.578685164717645e-09	-2.596836606236779e-09	-2.676374765257448e-09
-0.055999999999999994	-2.2858995621380702e-09	-2.253538891823219e-09	-2.1866307495156156e-09	-2.163809231657684e-09	-2.233473172768256e-09	-2.2827903496305446e-09	-2.2689933376405153e-09	-2.320153486928161e-09	-2.2842058528009045e-09	-2.206773695090766e-09	-2.1574847295275554e-09	-2.106085255244492e-09	-2.0441973591106086e-09	-2.016843542978089e-09	-2.0690299655604306e-09	-2.084261568778551e-09	-2.181430940679316e-09	-2.2704718538077197e-09	-2.3080460830596472e-09	-2.300255164717645e-09	-2.318406606236779e-09	-2.397944765257448e-09
