0	-0.005	-0.004	-0.003	-0.002	-0.001	0.0	0.001	0.002	0.003	0.004000000000000001	0.005
-0.2	-3.077786931588626e-12	-3.077786931588626e-12	-3.077786931588626e-12	-3.077786931588626e-12	-3.077786931588626e-12	-3.077786931588626e-12	-3.077786931588626e-12	-3.077786931588626e-12	-3.077786931588626e-12	-3.077786931588626e-12	-3.077786931588626e-12
-0.19982300884955753	-9.25206070660304e-12	-9.25206070660304e-12	-9.25206070660304e-12	-9.25206070660304e-12	-9.25206070660304e-12	-9.25206070660304e-12	-9.25206070660304e-12	-9.25206070660304e-12	-9.25206070660304e-12	-9.25206070660304e-12	-9.25206070660304e-12
-0.19964601769911505	-1.537765886397887e-11	-1.537765886397887e-11	-1.537765886397887e-11	-1.537765886397887e-11	-1.537765886397887e-11	-1.537765886397887e-11	-1.537765886397887e-11	-1.537765886397887e-11	-1.537765886397887e-11	-1.537765886397887e-11	-1.537765886397887e-11
-0.19946902654867257	-2.1259939879254333e-11	-2.1259939879254333e-11	-2.1259939879254333e-11	-2.1259939879254333e-11	-2.1259939879254333e-11	-2.1259939879254333e-11	-2.1259939879254333e-11	-2.1259939879254333e-11	-2.1259939879254333e-11	-2.1259939879254333e-11	-2.1259939879254333e-11
-0.1992920353982301	-2.6724126673910484e-11	-2.6724126673910484e-11	-2.6724126673910484e-11	-2.6724126673910484e-11	-2.6724126673910484e-11	-2.6724126673910484e-11	-2.6724126673910484e-11	-2.6724126673910484e-11	-2.6724126673910484e-11	-2.6724126673910484e-11	-2.6724126673910484e-11
-0.19911504424778761	-3.170855371391592e-11	-3.170855371391592e-11	-3.170855371391592e-11	-3.170855371391592e-11	-3.170855371391592e-11	-3.170855371391592e-11	-3.170855371391592e-11	-3.170855371391592e-11	-3.170855371391592e-11	-3.170855371391592e-11	-3.170855371391592e-11
-0.19893805309734514	-3.628162139617425e-11	-3.628162139617425e-11	-3.628162139617425e-11	-3.628162139617425e-11	-3.628162139617425e-11	-3.628162139617425e-11	-3.628162139617425e-11	-3.628162139617425e-11	-3.628162139617425e-11	-3.628162139617425e-11	-3.628162139617425e-11
-0.19876106194690266	-4.059124773688524e-11	-4.059124773688524e-11	-4.059124773688524e-11	-4.059124773688524e-11	-4.059124773688524e-11	-4.059124773688524e-11	-4.059124773688524e-11	-4.059124773688524e-11	-4.059124773688524e-11	-4.059124773688524e-11	-4.059124773688524e-11
-0.19858407079646018	-4.4767396420304784e-11	-4.4767396420304784e-11	-4.4767396420304784e-11	-4.4767396420304784e-11	-4.4767396420304784e-11	-4.4767396420304784e-11	-4.4767396420304784e-11	-4.4767396420304784e-11	-4.4767396420304784e-11	-4.4767396420304784e-11	-4.4767396420304784e-11
