-0.029771	-3.52E-10
-0.02948	4.52E-10
-0.02919	4.01E-10
-0.028899	4.9E-10
-0.028609	5.29E-10
-0.028319	6.19E-10
-0.028028	7.47E-10
-0.027738	8.06E-10
-0.027447	8.3E-10
-0.027157	8.12E-10
-0.026866	7.59E-10
-0.026576	7.12E-10
-0.026285	6.19E-10
-0.025995	5.93E-10
-0.025705	5.34E-10
-0.025414	3.95E-10
-0.025124	3.24E-10
-0.024833	2.59E-10
-0.024543	1.84E-10
-0.024252	1.25E-10
-0.023962	1.42E-10
-0.023671	6E-11
-0.023381	-6.9E-11
-0.023091	-7.5E-11
-0.0228	-4.1E-11
-0.02251	2.4E-11
-0.022219	1.09E-10
-0.021929	1.28E-10
-0.021638	8.9E-11
-0.021348	5.1E-11
-0.021057	7.7E-11
-0.020767	9.8E-11
-0.020477	9E-12
-0.020186	-3.3E-11
-0.019896	-2.9E-11
-0.019605	-5.3E-11
-0.019315	-1.03E-10
-0.019024	-8.6E-11
-0.018734	-1.46E-10
-0.018443	-2.11E-10
-0.018153	-2.93E-10
-0.017862	-3.61E-10
-0.017572	-3.21E-10
-0.017282	-3.64E-10
-0.016991	-4E-10
-0.016701	-4.11E-10
-0.01641	-3.82E-10
-0.01612	-3.04E-10
-0.015829	-2.59E-10
-0.015539	-2.92E-10
-0.015248	-3.29E-10
-0.014958	-3.79E-10
-0.014668	-4.01E-10
-0.014377	-4.15E-10
-0.014087	-4.19E-10
-0.013796	-4.24E-10
-0.013506	-4.99E-10
-0.013215	-5.99E-10
-0.012925	-6.99E-10
-0.012634	-7.37E-10
-0.012344	-7.59E-10
-0.012054	-8.05E-10
-0.011763	-8.1E-10
-0.011473	-7.82E-10
-0.011182	-7.65E-10
-0.010892	-7.01E-10
-0.010601	-5.95E-10
-0.010311	-5.16E-10
-0.01002	-5.25E-10
-0.00973	-5.34E-10
-0.00944	-5.08E-10
-0.009149	-4.94E-10
-0.008859	-5.1E-10
-0.008568	-4.89E-10
-0.008278	-5.04E-10
-0.007987	-5.61E-10
-0.007697	-5.22E-10
-0.007406	-5.71E-10
-0.007116	-5.67E-10
-0.006826	-4.91E-10
-0.006535	-4.97E-10
-0.006245	-4.91E-10
-0.005954	-4.36E-10
-0.005664	-4.16E-10
-0.005373	-3.95E-10
-0.005083	-2.94E-10
-0.004792	-1.71E-10
-0.004502	-9.8E-11
-0.004211	-3.8E-11
-0.003921	7E-12
-0.003631	1.3E-11
-0.00334	9E-12
-0.00305	-1.4E-11
-0.002759	-3.4E-11
-0.002469	-5.3E-11
-0.002178	-4E-11
-0.001888	-7E-12
-0.001597	1.4E-11
-0.001307	-8E-12
-0.001017	-5.6E-11
-0.000726	-4.7E-11
-0.000436	1.9E-11
-0.000145	5.4E-11
0.000145	9.1E-11
0.000436	9.8E-11
0.000726	8.9E-11
0.001017	7.5E-11
0.001307	1.16E-10
0.001597	2.43E-10
0.001888	3.2E-10
0.002178	3.28E-10
0.002469	4.06E-10
0.002759	4.7E-10
0.00305	5.33E-10
0.00334	6.62E-10
0.003631	6.62E-10
0.003921	6.64E-10
0.004211	6.76E-10
0.004502	5.72E-10
0.004792	4.93E-10
0.005083	3.91E-10
0.005373	3.74E-10
0.005664	3.82E-10
0.005954	3.39E-10
0.006245	3.46E-10
0.006535	3.62E-10
0.006825	4E-10
0.007116	4.58E-10
0.007406	4.79E-10
0.007697	4.75E-10
0.007987	6.08E-10
0.008278	6.36E-10
0.008568	6.54E-10
0.008859	7.3E-10
0.009149	7.54E-10
0.00944	8.01E-10
0.00973	8.01E-10
0.01002	7.88E-10
0.010311	7.42E-10
0.010601	5.91E-10
0.010892	5.31E-10
0.011182	5.3E-10
0.011473	3.99E-10
0.011763	3.64E-10
0.012054	3.88E-10
0.012344	3.82E-10
0.012634	3.92E-10
0.012925	4E-10
0.013215	4.32E-10
0.013506	4.78E-10
0.013796	5.08E-10
0.014087	5.28E-10
0.014377	5.11E-10
0.014668	4.39E-10
0.014958	3.72E-10
0.015248	2.38E-10
0.015539	1.33E-10
0.015829	6.2E-11
0.01612	-7E-11
0.01641	-1.17E-10
0.016701	-6.6E-11
0.016991	-1.15E-10
0.017282	-1.91E-10
0.017572	-3.04E-10
0.017862	-3.58E-10
0.018153	-3.99E-10
0.018443	-5.71E-10
0.018734	-5.37E-10
0.019024	-6.29E-10
0.019315	-7.69E-10
0.019605	-7.95E-10
0.019896	-8.17E-10
0.020186	-7.36E-10
0.020476	-6.61E-10
0.020767	-6.66E-10
0.021057	-6.5E-10
0.021348	-7.12E-10
0.021638	-8.05E-10
0.021929	-7.93E-10
0.022219	-7.85E-10
0.02251	-7.86E-10
0.0228	-8.12E-10
0.02309	-6.92E-10
0.023381	-6.06E-10
0.023671	-4.88E-10
0.023962	-3.37E-10
0.024252	-2.29E-10
0.024543	-1.92E-10
0.024833	-1.38E-10
0.025124	-6.9E-11
0.025414	-3.8E-11
0.025705	1E-12
0.025995	-3E-11
0.026285	-1.8E-11
0.026576	1.15E-10
0.026866	2.64E-10
0.027157	2.74E-10
0.027447	2.63E-10
0.027738	3.02E-10
0.028028	4.26E-10
0.028319	4.72E-10
0.028609	4.43E-10
0.028899	4.23E-10
0.02919	5.31E-10
0.02948	4.98E-10
0.029771	7.7E-10
